number,state,value,params
385,PRUNED,0.9305555555555556,"{""activation_0"": ""relu"", ""batch_size"": 512, ""lr"": 0.3956134939961871, ""max_epochs"": 2850, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
386,PRUNED,0.9222222222222223,"{""activation_0"": ""sigmoid"", ""batch_size"": 32, ""lr"": 0.36590415101841184, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 29, ""units_0"": 512}"
387,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3290620754798694, ""max_epochs"": 2550, ""n_layers"": 1, ""patience"": 14, ""units_0"": 512}"
388,PRUNED,0.975,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.029915858495269773, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 13, ""units_0"": 8192}"
389,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.43682955737579904, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 14, ""units_0"": 512}"
390,PRUNED,0.9694444444444444,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.17293867915206643, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 12, ""units_0"": 512}"
391,PRUNED,0.9527777777777777,"{""activation_0"": ""relu"", ""batch_size"": 128, ""lr"": 0.37627000227273827, ""max_epochs"": 1550, ""n_layers"": 1, ""patience"": 17, ""units_0"": 512}"
392,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4064103591424624, ""max_epochs"": 2850, ""n_layers"": 1, ""patience"": 14, ""units_0"": 512}"
393,PRUNED,0.1,"{""activation_0"": ""relu"", ""activation_1"": ""sigmoid"", ""activation_2"": ""sigmoid"", ""batch_size"": 16, ""lr"": 0.3217442250042318, ""max_epochs"": 1050, ""n_layers"": 3, ""patience"": 12, ""units_0"": 32, ""units_1"": 4096, ""units_2"": 16}"
394,COMPLETE,0.9916666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.35545859250451123, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 16, ""units_0"": 512}"
395,PRUNED,0.9611111111111111,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.08417210710200479, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 28, ""units_0"": 512}"
396,PRUNED,0.975,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3505867045764746, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 16, ""units_0"": 256}"
397,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3817163255329552, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 16, ""units_0"": 512}"
398,COMPLETE,0.9916666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.35808175358512767, ""max_epochs"": 1450, ""n_layers"": 1, ""patience"": 17, ""units_0"": 512}"
399,PRUNED,0.9833333333333333,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4252131810021377, ""max_epochs"": 1450, ""n_layers"": 1, ""patience"": 17, ""units_0"": 512}"
400,PRUNED,0.8333333333333334,"{""activation_0"": ""relu"", ""batch_size"": 256, ""lr"": 0.3627466502157231, ""max_epochs"": 1450, ""n_layers"": 1, ""patience"": 17, ""units_0"": 10}"
401,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.46876089547030514, ""max_epochs"": 1350, ""n_layers"": 1, ""patience"": 18, ""units_0"": 512}"
402,PRUNED,0.9694444444444444,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.39453828300526883, ""max_epochs"": 1350, ""n_layers"": 1, ""patience"": 17, ""units_0"": 64}"
403,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3430499115347011, ""max_epochs"": 1350, ""n_layers"": 1, ""patience"": 16, ""units_0"": 512}"
404,PRUNED,0.9361111111111111,"{""activation_0"": ""sigmoid"", ""batch_size"": 16, ""lr"": 0.38564255996874114, ""max_epochs"": 1450, ""n_layers"": 1, ""patience"": 18, ""units_0"": 512}"
405,COMPLETE,0.9916666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3592668377754813, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 17, ""units_0"": 512}"
406,PRUNED,0.975,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3639249973289564, ""max_epochs"": 1350, ""n_layers"": 1, ""patience"": 17, ""units_0"": 1024}"
407,PRUNED,0.9527777777777777,"{""activation_0"": ""relu"", ""batch_size"": 128, ""lr"": 0.408804183958827, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 18, ""units_0"": 512}"
408,PRUNED,0.7138888888888889,"{""activation_0"": ""relu"", ""activation_1"": ""relu"", ""batch_size"": 16, ""lr"": 0.4336951374688062, ""max_epochs"": 1550, ""n_layers"": 2, ""patience"": 16, ""units_0"": 4096, ""units_1"": 8192}"
409,PRUNED,0.9388888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.019113461978603682, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 31, ""units_0"": 512}"
410,COMPLETE,0.9916666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3579044728122907, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 17, ""units_0"": 512}"
411,PRUNED,0.9611111111111111,"{""activation_0"": ""relu"", ""batch_size"": 64, ""lr"": 0.4968551049093255, ""max_epochs"": 1450, ""n_layers"": 1, ""patience"": 17, ""units_0"": 8192}"
412,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.12318851996710661, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 17, ""units_0"": 2048}"
413,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3817048716517646, ""max_epochs"": 1350, ""n_layers"": 1, ""patience"": 18, ""units_0"": 512}"
414,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.35104259249863906, ""max_epochs"": 1350, ""n_layers"": 1, ""patience"": 16, ""units_0"": 512}"
415,PRUNED,0.7638888888888888,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.01236572525908906, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 17, ""units_0"": 16}"
416,PRUNED,0.9694444444444444,"{""activation_0"": ""relu"", ""batch_size"": 32, ""lr"": 0.4135747753165476, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 18, ""units_0"": 512}"
417,PRUNED,0.9277777777777778,"{""activation_0"": ""relu"", ""batch_size"": 512, ""lr"": 0.3591476517427825, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 18, ""units_0"": 512}"
418,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.38816361832827406, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 17, ""units_0"": 512}"
419,PRUNED,0.975,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.33431181252971826, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 16, ""units_0"": 128}"
420,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.44252549105388805, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 36, ""units_0"": 512}"
421,COMPLETE,0.9916666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3581133379160771, ""max_epochs"": 1350, ""n_layers"": 1, ""patience"": 16, ""units_0"": 512}"
422,COMPLETE,0.9916666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.36035034513772385, ""max_epochs"": 1350, ""n_layers"": 1, ""patience"": 16, ""units_0"": 512}"
423,PRUNED,0.9861111111111112,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.33534963993973016, ""max_epochs"": 1450, ""n_layers"": 1, ""patience"": 17, ""units_0"": 512}"
424,COMPLETE,0.9916666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.39410684284532826, ""max_epochs"": 1450, ""n_layers"": 1, ""patience"": 16, ""units_0"": 512}"
425,PRUNED,0.9861111111111112,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3183736440477636, ""max_epochs"": 1350, ""n_layers"": 1, ""patience"": 16, ""units_0"": 512}"
426,PRUNED,0.9722222222222222,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4141263142397503, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 17, ""units_0"": 512}"
427,COMPLETE,0.9916666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.36315422189065083, ""max_epochs"": 2450, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
428,PRUNED,0.95,"{""activation_0"": ""sigmoid"", ""batch_size"": 16, ""lr"": 0.45556236295631297, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 17, ""units_0"": 512}"
429,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3869713439537058, ""max_epochs"": 1350, ""n_layers"": 1, ""patience"": 16, ""units_0"": 512}"
430,PRUNED,0.9861111111111112,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3336711595569038, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
431,COMPLETE,0.9916666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.36091270599429615, ""max_epochs"": 1350, ""n_layers"": 1, ""patience"": 18, ""units_0"": 512}"
432,PRUNED,0.9722222222222222,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4163363677704896, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
433,PRUNED,0.9861111111111112,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.316606575866409, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 16, ""units_0"": 512}"
434,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.37229105228089393, ""max_epochs"": 1450, ""n_layers"": 1, ""patience"": 19, ""units_0"": 512}"
435,PRUNED,0.9666666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3369625295635964, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 15, ""units_0"": 32}"
436,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3906036224885281, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 16, ""units_0"": 512}"
437,COMPLETE,0.9916666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.35421531101709425, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
438,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.43629729376434834, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
439,PRUNED,0.9388888888888889,"{""activation_0"": ""relu"", ""batch_size"": 256, ""lr"": 0.3916203856012492, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 17, ""units_0"": 512}"
440,PRUNED,0.9861111111111112,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3121844987270811, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 18, ""units_0"": 512}"
441,PRUNED,0.9666666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.34442302587124607, ""max_epochs"": 1550, ""n_layers"": 1, ""patience"": 16, ""units_0"": 64}"
442,PRUNED,0.9666666666666667,"{""activation_0"": ""relu"", ""activation_1"": ""sigmoid"", ""batch_size"": 16, ""lr"": 0.4167080074700111, ""max_epochs"": 1250, ""n_layers"": 2, ""patience"": 17, ""units_0"": 256, ""units_1"": 64}"
443,PRUNED,0.9583333333333334,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.37379504443084466, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 15, ""units_0"": 10}"
444,PRUNED,0.9666666666666667,"{""activation_0"": ""relu"", ""batch_size"": 64, ""lr"": 0.34199640740034437, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 16, ""units_0"": 512}"
445,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.46389786797031046, ""max_epochs"": 1350, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
446,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.371577459257401, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 16, ""units_0"": 512}"
447,PRUNED,0.9,"{""activation_0"": ""sigmoid"", ""batch_size"": 16, ""lr"": 0.31702846224375053, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 11, ""units_0"": 1024}"
448,PRUNED,0.9305555555555556,"{""activation_0"": ""relu"", ""batch_size"": 512, ""lr"": 0.4041427364509012, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 14, ""units_0"": 512}"
449,PRUNED,0.9666666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.34917130513687367, ""max_epochs"": 1350, ""n_layers"": 1, ""patience"": 13, ""units_0"": 4096}"
450,PRUNED,0.975,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4317833078006006, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 19, ""units_0"": 512}"
451,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3752018137788149, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 12, ""units_0"": 512}"
452,PRUNED,0.9666666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.31821192753048927, ""max_epochs"": 1450, ""n_layers"": 1, ""patience"": 32, ""units_0"": 2048}"
453,PRUNED,0.9694444444444444,"{""activation_0"": ""relu"", ""batch_size"": 32, ""lr"": 0.39774480177458693, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 17, ""units_0"": 512}"
454,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3431531433286338, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
455,COMPLETE,0.9916666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.365424297462178, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 16, ""units_0"": 512}"
456,PRUNED,0.9666666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4109291730984928, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 18, ""units_0"": 16}"
457,PRUNED,0.9861111111111112,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3103889877632993, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 14, ""units_0"": 512}"
458,PRUNED,0.975,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.45263014814076713, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 14, ""units_0"": 128}"
459,PRUNED,0.9722222222222222,"{""activation_0"": ""relu"", ""activation_1"": ""relu"", ""activation_2"": ""relu"", ""batch_size"": 16, ""lr"": 0.33803114484680546, ""max_epochs"": 1050, ""n_layers"": 3, ""patience"": 17, ""units_0"": 512, ""units_1"": 128, ""units_2"": 256}"
460,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.37355391953218664, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 13, ""units_0"": 512}"
461,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.391073440293456, ""max_epochs"": 1350, ""n_layers"": 1, ""patience"": 11, ""units_0"": 512}"
462,PRUNED,0.9833333333333333,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.350349421745008, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
463,PRUNED,0.9861111111111112,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3292623644686418, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 12, ""units_0"": 512}"
464,PRUNED,0.9472222222222222,"{""activation_0"": ""sigmoid"", ""batch_size"": 16, ""lr"": 0.4255955991335133, ""max_epochs"": 1550, ""n_layers"": 1, ""patience"": 16, ""units_0"": 512}"
465,PRUNED,0.9361111111111111,"{""activation_0"": ""relu"", ""batch_size"": 256, ""lr"": 0.3644288473114311, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 14, ""units_0"": 512}"
466,PRUNED,0.9861111111111112,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.30810801766347495, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
467,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.38965393561268674, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 17, ""units_0"": 512}"
468,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4864659414420414, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 28, ""units_0"": 512}"
469,PRUNED,0.9694444444444444,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3341376658740778, ""max_epochs"": 1350, ""n_layers"": 1, ""patience"": 13, ""units_0"": 32}"
470,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.40914267885153144, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 33, ""units_0"": 512}"
471,COMPLETE,0.9916666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3638535400730242, ""max_epochs"": 2550, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
472,PRUNED,0.9694444444444444,"{""activation_0"": ""relu"", ""batch_size"": 64, ""lr"": 0.445528096781432, ""max_epochs"": 1450, ""n_layers"": 1, ""patience"": 31, ""units_0"": 256}"
473,PRUNED,0.9805555555555555,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3024772907012928, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 16, ""units_0"": 512}"
474,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3806499627592864, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 35, ""units_0"": 512}"
475,PRUNED,0.9861111111111112,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.34874791937126554, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 13, ""units_0"": 512}"
476,PRUNED,0.8888888888888888,"{""activation_0"": ""relu"", ""batch_size"": 512, ""lr"": 0.4062126837753689, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 17, ""units_0"": 64}"
477,PRUNED,0.9444444444444444,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.33598033096554125, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 12, ""units_0"": 10}"
478,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3725605130865393, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 18, ""units_0"": 512}"
479,PRUNED,0.9694444444444444,"{""activation_0"": ""relu"", ""batch_size"": 32, ""lr"": 0.4272160202692268, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 14, ""units_0"": 512}"
480,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3559588366554043, ""max_epochs"": 850, ""n_layers"": 1, ""patience"": 16, ""units_0"": 1024}"
481,PRUNED,0.9722222222222222,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.14432211257248348, ""max_epochs"": 1350, ""n_layers"": 1, ""patience"": 30, ""units_0"": 512}"
482,PRUNED,0.9861111111111112,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3112756182727926, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
483,PRUNED,0.9305555555555556,"{""activation_0"": ""sigmoid"", ""batch_size"": 16, ""lr"": 0.3841937947076098, ""max_epochs"": 1450, ""n_layers"": 1, ""patience"": 11, ""units_0"": 4096}"
484,PRUNED,0.9861111111111112,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.33109254186992654, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 12, ""units_0"": 512}"
485,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4002387914520449, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 14, ""units_0"": 512}"
486,COMPLETE,0.9916666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.358209180176835, ""max_epochs"": 1650, ""n_layers"": 1, ""patience"": 13, ""units_0"": 512}"
487,PRUNED,0.9555555555555556,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.45789640027319856, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 15, ""units_0"": 2048}"
488,PRUNED,0.9555555555555556,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.2943960195205652, ""max_epochs"": 1350, ""n_layers"": 1, ""patience"": 20, ""units_0"": 16}"
489,PRUNED,0.9861111111111112,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3216573205264031, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 16, ""units_0"": 512}"
490,PRUNED,0.9388888888888889,"{""activation_0"": ""relu"", ""batch_size"": 256, ""lr"": 0.39575730081950966, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 17, ""units_0"": 512}"
491,COMPLETE,0.9916666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3561032722929934, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 14, ""units_0"": 512}"
492,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4265296194177393, ""max_epochs"": 2350, ""n_layers"": 1, ""patience"": 15, ""units_0"": 128}"
493,PRUNED,0.9361111111111111,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.01598974088242914, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 13, ""units_0"": 512}"
494,PRUNED,0.9666666666666667,"{""activation_0"": ""relu"", ""activation_1"": ""sigmoid"", ""batch_size"": 16, ""lr"": 0.37760768408167056, ""max_epochs"": 1250, ""n_layers"": 2, ""patience"": 14, ""units_0"": 512, ""units_1"": 32}"
495,PRUNED,0.9861111111111112,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.33542091831479837, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 19, ""units_0"": 512}"
496,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.37963600264196057, ""max_epochs"": 1350, ""n_layers"": 1, ""patience"": 16, ""units_0"": 512}"
497,PRUNED,0.9833333333333333,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4282793603887266, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 18, ""units_0"": 512}"
498,PRUNED,0.9611111111111111,"{""activation_0"": ""relu"", ""batch_size"": 64, ""lr"": 0.3243040317316469, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
499,PRUNED,0.9861111111111112,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.34962011566514417, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 10, ""units_0"": 512}"
500,PRUNED,0.9805555555555555,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.29754806171484316, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 12, ""units_0"": 512}"
501,PRUNED,0.9805555555555555,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4029277940277554, ""max_epochs"": 1450, ""n_layers"": 1, ""patience"": 13, ""units_0"": 32}"
502,PRUNED,0.925,"{""activation_0"": ""relu"", ""batch_size"": 512, ""lr"": 0.35367840842492515, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 11, ""units_0"": 512}"
503,PRUNED,0.9444444444444444,"{""activation_0"": ""sigmoid"", ""batch_size"": 16, ""lr"": 0.3785628674373767, ""max_epochs"": 850, ""n_layers"": 1, ""patience"": 16, ""units_0"": 512}"
504,PRUNED,0.9722222222222222,"{""activation_0"": ""relu"", ""batch_size"": 32, ""lr"": 0.4722598357915035, ""max_epochs"": 2250, ""n_layers"": 1, ""patience"": 17, ""units_0"": 512}"
505,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3183537168504617, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 14, ""units_0"": 256}"
506,PRUNED,0.9722222222222222,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4146714437707563, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 27, ""units_0"": 512}"
507,COMPLETE,0.9916666666666667,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.35913571848471365, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 15, ""units_0"": 512}"
508,PRUNED,0.9861111111111112,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.33390529476446934, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 12, ""units_0"": 512}"
509,PRUNED,0.9722222222222222,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3859767682751328, ""max_epochs"": 1350, ""n_layers"": 1, ""patience"": 14, ""units_0"": 10}"
510,PRUNED,0.975,"{""activation_0"": ""relu"", ""activation_1"": ""relu"", ""activation_2"": ""sigmoid"", ""batch_size"": 16, ""lr"": 0.44751002862266914, ""max_epochs"": 950, ""n_layers"": 3, ""patience"": 13, ""units_0"": 512, ""units_1"": 16, ""units_2"": 64}"
511,PRUNED,0.9805555555555555,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.301498090593158, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 17, ""units_0"": 512}"
512,PRUNED,0.9694444444444444,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3596332664778959, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 15, ""units_0"": 64}"
513,PRUNED,0.9777777777777777,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.4045219893115148, ""max_epochs"": 1050, ""n_layers"": 1, ""patience"": 22, ""units_0"": 1024}"
514,PRUNED,0.9833333333333333,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.34033102947042043, ""max_epochs"": 950, ""n_layers"": 1, ""patience"": 18, ""units_0"": 512}"
515,COMPLETE,0.9888888888888889,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.37925953401560125, ""max_epochs"": 1150, ""n_layers"": 1, ""patience"": 16, ""units_0"": 512}"
516,PRUNED,0.9861111111111112,"{""activation_0"": ""relu"", ""batch_size"": 16, ""lr"": 0.3189646870398923, ""max_epochs"": 1250, ""n_layers"": 1, ""patience"": 29, ""units_0"": 512}"
